Team,Day,Round,Tasting Date,Competition,CompetitionCode,flightcode,WineNodeID,Priority,winename,producer,appellation,vintage,price,SubmitterCompanyName,SubmitterTelephone,SubmitterWebsite,BottleSize,ResidualSugar,SweetnessLevel,WineClassName,CompetitionCategoryName,CountryName,WineType,WineColour
Team 6,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_058,29170,58,"Viña San Juan, Blanco",Félix Solís,La Mancha,2019,5,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 7,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_013,30242,13,"Marques De Calado, Macabeo",Wx Brands,Castilla,2019,5.05,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,,,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 8,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_015,30222,15,"Michel Servin, Blanc",Les Grands Chais De France,Vin De France,2018,5.13,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,,,,Essentials,House White - £6 & under (ex VAT),France,Still,White
Team 9,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_014,31483,14,Crescendo Pinot Grigio,Citra Vini Sociale,Italy,2018,5.13,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,,,,Essentials,House White - £6 & under (ex VAT),Italy,Still,White
Team 10,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_070,29149,70,Oratoire St Pierre Vin Blanc Demi Sec,Felix Solis,Central Spain,NV,5.15,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,,>10g/litre,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 4,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_059,29148,59,Oratoire St Pierre Vin Blanc Sec,Felix Solis,Central Spain,NV,5.15,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 5,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_016,31966,16,Gran Tesoro Viura,Boutinot Spain,Campo de Borja,2018,5.15, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 6,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_017,31500,17,Gurgo Grillo,Cantine Paolini,Sicily,2018,5.16,Barwell and Jones,7960111635,www.barwellandjones.com,,,,Essentials,House White - £6 & under (ex VAT),Italy,Still,White
Team 7,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_061,28850,61,Umbala Sauvignon Blanc,Imbuko,Western Cape,2018,5.19,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),South Africa,Still,White
Team 8,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_060,28851,60,Umbala Chenin Blanc,Imbuko,Western Cape,2018,5.19,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),South Africa,Still,White
Team 9,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_018,31971,18,"Ca' di Ponti Catarratto, IGT Terre Siciliane",Adria Vini,Sicilia,2018,5.2, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Essentials,House White - £6 & under (ex VAT),Italy,Still,White
Team 10,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_062,29349,62,Monte Grande Blanco,Bodegas Lahoz,La Mancha,2018,5.21,Frederic Robinson Limited,7854149790,www.robinsonsbrewery.com,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 4,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_023,29203,23,Healy & Gray Chardonnay,Kingston Estate Wines,Kingston On Murray,2018,5.23,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,,,,Essentials,House White - £6 & under (ex VAT),Australia,Still,White
Team 5,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_019,30192,19,"La Tierra Rocosa, Sauvignon Blanc",Vyf Wine Company,Central Valley,2019,5.23,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,,,,Essentials,House White - £6 & under (ex VAT),Chile,Still,White
Team 6,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_022,29204,22,Healy & Gray Chenin Blanc,Merwida Wine Cellar (pty) Ltd,Rawsonville,2018,5.23,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,,,,Essentials,House White - £6 & under (ex VAT),South Africa,Still,White
Team 7,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_021,29206,21,Healy & Gray Pinot Grigio,Van Loveren Family Wines,Robertson,2018,5.23,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,,,,Essentials,House White - £6 & under (ex VAT),South Africa,Still,White
Team 8,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_020,29207,20,Healy & Gray Sauvignon Blanc,Matetic Vineyards,Casablanca,2018,5.23,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,,,,Essentials,House White - £6 & under (ex VAT),Chile,Still,White
Team 9,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_024,29552,24,La Musa Grillo,Caldirola,Sicilia,2018,5.3,Castelnau Wine Agencies,0207 751 2490,www.castelnau.co.uk,,,,Essentials,House White - £6 & under (ex VAT),Italy,Still,White
Team 10,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_025,31967,25,Tierras del Isasa Organic Verdejo,Bodegas Ontañón,Rueda,2018,5.33, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 4,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_026,30434,26,Five Foot Track Chardonnay,Freixenet Copestick Ltd,South Eastern Australia,2019,5.39,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,,,,Essentials,House White - £6 & under (ex VAT),Australia,Still,White
Team 5,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_063,29130,63,"Castillo De Mureva, Organic Verdejo",Félix Solís,Central Spain,2019,5.41,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 6,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_027,30215,27,"Bantry Bay, Chenin Blanc",Origin Wine,Western Cape,2019,5.42,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,,,,Essentials,House White - £6 & under (ex VAT),South Africa,Still,White
Team 7,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_028,29962,28,Blass Chardonnay,Wolf Blass,South Eastern Australia,2018,5.45,Treasury Wine Estates,7887942148,www.tweglobal.com,,,,Essentials,House White - £6 & under (ex VAT),Australia,Still,White
Team 8,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_029,29597,29,Viognier Vin De France,Patriarche Pere Et Fils,Languedoc,2019,5.46,Castelnau Wine Agencies,0207 751 2490,www.castelnau.co.uk,,,,Essentials,House White - £6 & under (ex VAT),France,Still,White
Team 9,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_064,29129,64,La Prensa Chardonnay,Felix Solis,Central Spain,2019,5.48,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 10,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_030,31957,30,El Ninot de Paper Blanco,Bodegas Murviedro,Valencia,2018,5.5, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 4,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_031,30231,31,Dominio De La Fuente Verdejo,Peninsula Viticultores,Castilla,2019,5.54,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,,,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 5,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_065,29133,65,"Casa Albali, Verdejo Sauvignon Blanc",Félix Solís,Valdepeñas,2019,5.54,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 6,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_066,28855,66,I Castelli Pinot Grigio Delle Venezie Doc,Cielo E Terra,Veneto,2018,5.55,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),Italy,Still,White
Team 7,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_032,30686,32,"Bespoke Chenin Blanc, Western Cape",Accolade,Western Cape,2019,5.59,Matthew Clark,1275890228,www.matthewclark.co.uk,,,,Essentials,House White - £6 & under (ex VAT),South Africa,Still,White
Team 8,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_033,31840,33,The Songbird Sauvignon Blanc,D'aria Winery,Cape Town,2019,5.6,D'Aria Winery ,219793650,https://www.dariawinery.co.za,,,,Essentials,House White - £6 & under (ex VAT),South Africa,Still,White
Team 9,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_034,30687,34,"Cullinan View Chenin Blanc, Western Cape",Accolade,Western Cape,2019,5.6,Matthew Clark,1275890228,www.matthewclark.co.uk,,,,Essentials,House White - £6 & under (ex VAT),South Africa,Still,White
Team 10,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_067,29341,67,Casas Del Toqui Chardonnay,Casas Del Toqui,Central Valley,2019,5.6,Frederic Robinson Limited,7854149790,www.robinsonsbrewery.com,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),Chile,Still,White
Team 4,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_068,28857,68,I Castelli Chardonnay Trevenezie Igt,Cielo E Terra,Veneto,2018,5.65,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),Italy,Still,White
Team 5,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_035,31969,35,"Conviviale Pinot Grigio, DOC Delle Venezie",Adria Vini,Venezie,2019,5.65, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Essentials,House White - £6 & under (ex VAT),Italy,Still,White
Team 6,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_036,31936,36,Mucho Mas Sauvignon Blanc,Boutinot Chile,Valle Central,2019,5.65, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Essentials,House White - £6 & under (ex VAT),Chile,Still,White
Team 7,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_037,28611,37,"Badet Clément, La Cour Des Dames, Sauvignon Blanc, Pays D'oc",Badet Clément,Languedoc,2019,5.69,Badet Clement,7818004332,www.badet-clement.com,,,,Essentials,House White - £6 & under (ex VAT),France,Still,White
Team 8,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_038,30221,38,The Parodist Pinot Grigio,Hilltop Neszmély,Neszmély,2018,5.7,Majestic Commercial,01923 298200,http://www.majesticcommercial.co.uk/index.html,,,,Essentials,House White - £6 & under (ex VAT),Hungary,Still,White
Team 9,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_039,29122,39,"Casa Vista, Chardonnay",Felix Solis,Central Valley,2019,5.71,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,,,,Essentials,House White - £6 & under (ex VAT),Chile,Still,White
Team 10,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_069,28860,69,I Castelli Soave Doc,Cielo E Terra,Veneto,2018,5.85,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,,<10g/litre,,Essentials,House White - £6 & under (ex VAT),Italy,Still,White
Team 4,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_040,31166,40,El Muro Blanco,Bodegas San Valero,Aragon,2018,5.85,Bibendum Wine,7885709315,,,,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 5,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_042,30081,42,Mountain Range Sauvignon Blanc,Concha Y Toro,Valle Central,2019,5.9,Concha y Toro UK,1865873713,www.cyt-uk.com,,,,Essentials,House White - £6 & under (ex VAT),Chile,Still,White
Team 6,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_041,30091,41,Mountain Range Pinot Grigio,Concha Y Toro,Valle Central,2018,5.9,Concha y Toro UK,1865873713,www.cyt-uk.com,,,,Essentials,House White - £6 & under (ex VAT),Chile,Still,White
Team 7,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_043,29920,43,"Domaine Du Grand Mayne, Sauvignon Blanc, Côtes De Duras",Domaine Du Grand Mayne,South West France,2018,5.95,GRAND MAYNE (DURAS) LTD,1256772898,www.domaine-du-grand-mayne.com,,,,Essentials,House White - £6 & under (ex VAT),France,Still,White
Team 8,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_045,30671,45,"Between Thorns Sauvignon Blanc, South Eastern Australia",Accolade,South Eastern Australia,2019,5.96,Matthew Clark,1275890228,www.matthewclark.co.uk,,,,Essentials,House White - £6 & under (ex VAT),Australia,Still,White
Team 9,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_046,30670,46,"Between Thorns Chardonnay, South Eastern Australia",Accolade,South Eastern Australia,2019,5.96,Matthew Clark,1275890228,www.matthewclark.co.uk,,,,Essentials,House White - £6 & under (ex VAT),Australia,Still,White
Team 10,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_044,30676,44,"Tekena Sauvignon Blanc, Central Valley",Accolade,Central Valley,2019,5.96,Matthew Clark,1275890228,www.matthewclark.co.uk,,,,Essentials,House White - £6 & under (ex VAT),Chile,Still,White
Team 4,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_049,29109,49,Via Alta Sauvignon Blanc Reserva,Vistamar,Central Valley,2018,5.99,LWC DRINKS LTD,07816 648503,http://www.lwc-drinks.co.uk/,,,,Essentials,House White - £6 & under (ex VAT),Chile,Still,White
Team 5,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_047,30673,47,"Short Mile Bay Sauvignon Blanc, South Eastern Australia",Accolade,South Eastern Australia,2019,5.99,Matthew Clark,1275890228,www.matthewclark.co.uk,,,,Essentials,House White - £6 & under (ex VAT),Australia,Still,White
Team 6,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_048,30672,48,"Short Mile Bay Chardonnay, South Eastern Australia",Accolade,South Eastern Australia,2019,5.99,Matthew Clark,1275890228,www.matthewclark.co.uk,,,,Essentials,House White - £6 & under (ex VAT),Australia,Still,White
Team 7,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_050,29163,50,"Marques De Altillo, Rioja Blanco",Pagos Del Rey,Rioja,2019,6,Felix Solis Avantis S.A.,1227478300,felixsolisavantis.com,,,,Essentials,House White - £6 & under (ex VAT),Spain,Still,White
Team 8,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_051,28963,51,Mancura Etnia Sauvignon Blanc 2019,Viña Mancura,Central,2019,6,Morandé,56225715624,www.morande.cl,,,,Essentials,House White - £6 & under (ex VAT),Chile,Still,White
Team 9,Day 3,1,02/03/2020,2020,HW-W,2020_HW-W_052,28959,52,Vistamar Brisa Sauvignon Blanc 2019,Viña Vistamar,Central,2019,6,Morandé,56225715624,www.morande.cl,,,,Essentials,House White - £6 & under (ex VAT),Chile,Still,White
Team 4,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_001,29943,1,"Colle Corviano, Pinot Grigio, Colline Pescaresi Igp",Colle Corviano,Abruzzo,2019,8.28,AZIENDA VINICOLA TALAMONTI SRL,858289039,www.cantinetalamonti.it,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 5,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_002,32287,2,Noe dei Calanchi Orvieto,PAOLO E NOEMIA D'AMICO,UMBRIA,2018,8.65,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 4,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_001,31868,1,Bischöfliche DOM Riesling Dry,Bischöfliche Weingüter Trier,Mosel,2018,8.85, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 4,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_003,32268,3,PECORINO TERRE DI CHIETI IGP,CANTINA TOLLO SCA,ABRUZZO,2019,8.9,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 5,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_004,28444,4,Allegro,Monte Solaio,Tuscany,2018,9,Bedmond Hill Estate,01923 268005,www.bedmondhillestate.com,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 4,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_005,29794,5,Droppello,Fertuna,Tuscany,2018,9.03,Mentzendorff & co ltd,2078403600,www.mentzendorff.co.uk,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 5,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_002,31130,2,Peth Wetz Estate Riesling Rheinhessen,WEINGUT PETH WETZ,RHEINHESSEN,2018,9.04,Bibendum Wine,7885709315,,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 5,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_006,31216,6,Dogheria Pinot Bianco Rubicone IGT,Poderi Dal Nespoli,Emilia Romagna,2018,9.2,Bibendum Wine,7885709315,,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 4,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_007,29945,7,"Colle Corviano, Chardonnay, Colline Pescaresi Igp",Colle Corviano,Abruzzo,2019,10.12,AZIENDA VINICOLA TALAMONTI SRL,858289039,www.cantinetalamonti.it,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 4,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_003,32002,3,"2018 Eins Zwei Dry Rheingau Riesling, Leitz",Leitz,Rheingau,2018,10.22,Enotria Winecellars Ltd,020 8963 4235,,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 5,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_009,30026,9,Litorale Vermentino Maremma Toscana Doc,Val Delle Rose,Tuscany,2019,10.28,Famiglia Cecchi,57754311,www.famigliacecchi.it,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 4,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_008,30047,8,Vernaccia Di San Gimignano Docg,Castello Montaùto,Tuscany,2019,10.28,Famiglia Cecchi,57754311,www.famigliacecchi.it,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 5,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_010,29536,10,La Pettegola,Banfi,Toscana,2019,10.98,Banfi,577840111,,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 5,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_004,31899,4,Kloster Eberbach Estate Riesling Trocken,Kloster Eberbach,Rheingau,2018,11.25, Boutinot Ltd,0161 908 1345,http://www.boutinot.com,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 4,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_011,30403,11,Moris Vermentino Igt Toscana,Morisfarms,Tuscany,2018,11.8,Jeroboams ,2072888888,www.jeroboams.co.uk,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 5,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_012,29300,12,Montauto Gessaia,Tenuta Montauto,Tuscany,2018,12.25,Davy's Wine Merchants,020 8858 6011,www.davywine.co.uk,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 4,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_013,30342,13,Poggio Alle Fate Chardonnay,Castello Di Albola,Toscana Igt,2018,12.79,Zonin UK Ltd,020 89404943,https://www.zonin.co.uk/,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 4,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_005,31131,5,Peth Wetz Unfiltered Riesling Rheinhessen,WEINGUT PETH WETZ,RHEINHESSEN,2018,13.12,Bibendum Wine,7885709315,,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 5,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_014,32208,14,Vermentino di Maremma Toscana 'Balbino',Terenzi,Tuscany,2018,13.19,Top Selection Ltd,2072904454,www.topselection.co.uk,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 5,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_006,32202,6,Riesling,Schatzel,Rheinhessen,2018,13.94,Top Selection Ltd,2072904454,www.topselection.co.uk,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 4,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_015,30131,15,Solosole Vermentino,Poggio Al Tesoro,Toscana,2019,14.92,Allegrini,0039 045 6832011,,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 4,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_007,32003,7,"2018 Magic Mountain Riesling, Leitz",Leitz,Rheingau,2018,15.34,Enotria Winecellars Ltd,020 8963 4235,,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 5,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_016,29949,16,Sesto 21 Sauvignon,Casata Mergè,Lazio,2018,17,Casata Mergè,620609225,www.casatamerge.it,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 5,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_008,31301,8,Rheingau Riesling Trocken,Weingut Robert Weil,Rheingau,2018,17.43,Bibendum Wine,7885709315,,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 4,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_009,31297,9,Riesling Alte Reben,Markus Molitor,Mosel,2015,18.99,Bibendum Wine,7885709315,,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 4,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_017,32288,17,Falesia Chardonnay,PAOLO E NOEMIA D'AMICO,LAZIO,2018,20.4,EUROWINES LIMITED,8701621420,www.eurowines.co.uk,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 5,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_010,31300,10,Kiedricher Riesling Trocken,Weingut Robert Weil,Rheingau,2018,20.51,Bibendum Wine,7885709315,,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 5,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_018,31492,18,Grechetto Umbria Igt,Mullin Estate Wines,Umbria,2018,22.22,Mullin Estate Wines,00 34 3470955840,https://mullinestatewines.it/,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 4,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_011,31273,11,Robert Weil Kiedrich Turmberg Riesling Trocken,WEINGUT ROBERT WEIL,RHEINGAU,2017,27.75,Bibendum Wine,7885709315,,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 4,Day 3,1,02/03/2020,2020,IT-CEN-W,2020_IT-CEN-W_019,30990,19,"Benefizio Bianco Riserva, Castello Pomino, Frescobaldi",Frescobaldi,Tuscany,2018,29.36, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,<10g/litre,,Old World,"Italy - Central, white - other",Italy,Still,White
Team 5,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_012,32006,12,"2016 Berg Schlossberg GG Riesling, Leitz",Leitz,Rheingau,2016,30.72,Enotria Winecellars Ltd,020 8963 4235,,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 4,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_013,32169,13,QBA Riesling,Egon Muller,Mosel,2018,31.98,Top Selection Ltd,2072904454,www.topselection.co.uk,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 5,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_014,31272,14,Robert Weil Kiedrich Gräfenberg Riesling Trocken GG,WEINGUT ROBERT WEIL,RHEINGAU,2017,42.53,Bibendum Wine,7885709315,,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 4,Day 3,1,02/03/2020,2020,GER-RIE-D,2020_GER-RIE-D_015,30981,15,"Riesling Großes Gewächs Trocken 'Silver Seal', Rheingau, Schloss Johannisberg",Schloss Johannisberg,Rheingau,2018,43.27, Hallgarten Druitt & Novum Wines,01582 406336,http://www.hnwines.co.uk,,,,Old World,"Germany - Riesling, dry",Germany,Still,White
Team 4,Day 3,1,02/03/2020,2020,NW-O-R-MAU,2020_NW-O-R-MAU_005,28985,5,Mancura Guardían País 2019,Viña Mancura,Maule Valley,2019,7.33,Morandé,56225715624,www.morande.cl,,<10g/litre,,New World,"NW - Other Red Varietals/blends - Maule, Chile",Chile,Still,Red
Team 4,Day 3,1,02/03/2020,2020,NW-O-R-MAU,2020_NW-O-R-MAU_006,28970,6,Mancura Guardian Carignan 2017,Viña Mancura,Maule,2017,7.33,Morandé,56225715624,www.morande.cl,,<10g/litre,,New World,"NW - Other Red Varietals/blends - Maule, Chile",Chile,Still,Red
Team 4,Day 3,1,02/03/2020,2020,NW-O-R-MAU,2020_NW-O-R-MAU_008,31659,8,Appassito Red Blend,Luis Felipe Edwards,Maule,2017,7.38,LFE Wine Group,0056 72 2858245,www.lfewines.com,,>10g/litre,,New World,"NW - Other Red Varietals/blends - Maule, Chile",Chile,Still,Red
Team 4,Day 3,1,02/03/2020,2020,NW-O-R-MAU,2020_NW-O-R-MAU_007,29069,7,Toro De Piedra Carignan,Viña Requingua,Maule,2018,9.52,Survalles,222310033,www.survalles.com,,<10g/litre,,New World,"NW - Other Red Varietals/blends - Maule, Chile",Chile,Still,Red
Team 4,Day 3,1,02/03/2020,2020,NW-O-R-MAU,2020_NW-O-R-MAU_001,29242,1,"Via Wines, Oveja Negra Single Vineyard Carignan",Via Wines,Maule Valley,2016,9.77,Viña San Rafael S.A,56223559900,www.viawines.com,,,,New World,"NW - Other Red Varietals/blends - Maule, Chile",Chile,Still,Red
Team 4,Day 3,1,02/03/2020,2020,NW-O-R-MAU,2020_NW-O-R-MAU_002,31266,2,Garage Wine Co Single Ferment Pais,GARAGE WINE CO,Maule Valley,2018,12.77,Bibendum Wine,7885709315,,,,,New World,"NW - Other Red Varietals/blends - Maule, Chile",Chile,Still,Red
